"","TEHSIL","Tehsil","OBJECTID","PROVINCE","DISTRICT","SHAPE_Leng","Area_Sq_Km","Shape_Le_1","Shape_Area","id","fertility","elevation","poverty","night_lights","distance_to_lakes_rivers","distance_to_cities","Population","child_population","population_density","radio.x","radio.y","radio","electricity.x","electricity.y","electricity","television.x","television.y","television","mobile_phone.x","mobile_phone.y","mobile_phone","dtp_boolean.x","dtp_boolean.y","dtp_boolean","card.x","card.y","card","school_boolean.x","school_boolean.y","school_boolean","antenatal_care.x","antenatal_care.y","antenatal_care","age.x","age.y","age","mothers_age.x","mothers_age.y","mothers_age","dtp_number.x","dtp_number.y","dtp_number","school_level.x","school_level.y","school_level","wm_urban.x","wm_urban.y","wm_urban","hh_urban.x","hh_urban.y","hh_urban","ch_urban.x","ch_urban.y","ch_urban","urban_to_rural"
"11","BHALWAL","BHALWAL",405,"PUNJAB","SARGODHA",1.86984630083,1282.58564193,1.86984629344,0.122544463329,"402",11.7942940875281,195.143342776204,0.539688510642122,0.497185498476028,0,14.679117147708,890393.191274237,90377.123062,7265878.58060762,0,0.056047197640118,0.056047197640118,0,0.982300884955752,0.982300884955752,0,0.671091445427729,0.671091445427729,0,0.874446085672083,0.874446085672083,0,0.791666666666667,0.791666666666667,0,0.566037735849057,0.566037735849057,0,0.634984833164813,0.634984833164813,0,0.836842105263158,0.836842105263158,0,1.91120507399577,1.91120507399577,0,28.4064711830131,28.4064711830131,0,2.57894736842105,2.57894736842105,0,3.34554140127389,3.34554140127389,0,0.432234432234432,0.432234432234432,0,0.419804741980474,0.419804741980474,0,0.420289855072464,0.420289855072464,0.424109676429123
"12","BHAWANA","BHAWANA",313,"PUNJAB","CHINIOT",1.54797736939,933.525449936,1.54797736906,0.0884537512945,"311",9.00301600724623,170.90157480315,0.552538768206752,0.539451494812965,6,23.3435534591195,632850.140117841,63170.751068,7154587.91578906,0,0.0176600441501104,0.0176600441501104,0,0.927312775330396,0.927312775330396,0,0.451541850220264,0.451541850220264,0,0.698237885462555,0.698237885462555,0,0.808823529411765,0.808823529411765,0,0.448275862068966,0.448275862068966,0,0.390784982935154,0.390784982935154,0,0.666666666666667,0.666666666666667,0,2.05592105263158,2.05592105263158,0,28.4829351535836,28.4829351535836,0,2.30909090909091,2.30909090909091,0,3.12663755458515,3.12663755458515,0,0.299093655589124,0.299093655589124,0,0.281449893390192,0.281449893390192,0,0.257142857142857,0.257142857142857,0.279228802040724
"13","BUREWALA","BUREWALA",422,"PUNJAB","VEHARI",2.32533132057,1501.83236697,2.32533131861,0.140263986149,"418",14.1296636639112,145.963914977756,0.527599605277733,0.549842014908791,6,20.9851851851852,1135909.90667152,117974.296865,8098371.77637928,0,0.015990159901599,0.015990159901599,0,0.959509202453988,0.959509202453988,0,0.668711656441718,0.668711656441718,0,0.85398773006135,0.85398773006135,0,0.893401015228426,0.893401015228426,0,0.640552995391705,0.640552995391705,0,0.619090098126673,0.619090098126673,0,0.889473684210526,0.889473684210526,0,1.99221789883268,1.99221789883268,0,28.9625334522748,28.9625334522748,0,2.79885057471264,2.79885057471264,0,3.47118155619597,3.47118155619597,0,0.445392491467577,0.445392491467577,0,0.427553444180523,0.427553444180523,0,0.422586520947177,0.422586520947177,0.431844152198425
"14","CHAK JHUMRA","CHAK JHUMRA",319,"PUNJAB","FAISALABAD",1.03382883415,524.889447645,1.03382883349,0.0497455691759,"317",13.7879435527358,189.423023578363,0.429166840242116,0.452661991119385,0,6.9500693481276,417323.469800752,43314.854371,8389158.60677157,0,0.037037037037037,0.037037037037037,0,0.989473684210526,0.989473684210526,0,0.792982456140351,0.792982456140351,0,0.905263157894737,0.905263157894737,0,0.898876404494382,0.898876404494382,0,0.58,0.58,0,0.761627906976744,0.761627906976744,0,0.937931034482759,0.937931034482759,0,1.88385269121813,1.88385269121813,0,28.2337209302326,28.2337209302326,0,2.7012987012987,2.7012987012987,0,3.51145038167939,3.51145038167939,0,0.448744769874477,0.448744769874477,0,0.460767946577629,0.460767946577629,0,0.436915887850467,0.436915887850467,0.448809534767525
"15","CHAKWAL","CHAKWAL",309,"PUNJAB","CHAKWAL",2.43162580846,2198.63402934,2.43162580967,0.21162524639,"307",5.79824989965592,472.32118226601,0.312416692075667,0.50925699621439,0,31.767816091954,737022.428455009,67224.957881,3482677.23736876,0,0.0968660968660969,0.0968660968660969,0,0.992887624466572,0.992887624466572,0,0.821937321937322,0.821937321937322,0,0.877667140825036,0.877667140825036,0,0.714285714285714,0.714285714285714,0,0.315789473684211,0.315789473684211,0,0.817,0.817,0,0.934782608695652,0.934782608695652,0,2,2,0,29.094,29.094,0,2.69512195121951,2.69512195121951,0,3.62132352941176,3.62132352941176,0,0.371609403254973,0.371609403254973,0,0.35656836461126,0.35656836461126,0,0.349881796690307,0.349881796690307,0.359353188185513
"16","CHAUBARA","CHAUBARA",356,"PUNJAB","LAYYAH",2.25973300018,2940.54723847,2.25973300174,0.277324077191,"353",1.61509481089558,145.71675,0.774812699258328,0.746236407756805,0,62.99975,262461.886837103,30654.287926,946408.582679027,0,0.0725663716814159,0.0725663716814159,0,0.542402826855124,0.542402826855124,0,0.27208480565371,0.27208480565371,0,0.881625441696113,0.881625441696113,0,0.74585635359116,0.74585635359116,0,0.645833333333333,0.645833333333333,0,0.35693215339233,0.35693215339233,0,0.536170212765957,0.536170212765957,0,2.00680272108844,2.00680272108844,0,27.7345132743363,27.7345132743363,0,2.37777777777778,2.37777777777778,0,2.55096418732782,2.55096418732782,0,0,0,0,0,0,0,0,0,0
"17","CHICHAWATNI","CHICHAWATNI",403,"PUNJAB","SAHIWAL",2.60438483431,1587.54823798,2.60438483507,0.148738680975,"400",14.3499591548494,153.749530956848,0.504868040974014,0.453020989894867,3,19.4626935710934,1230347.14624386,123338.692326,8271870.76138356,0,0.0738569753810082,0.0738569753810082,0,0.946943483275663,0.946943483275663,0,0.66320645905421,0.66320645905421,0,0.860438292964245,0.860438292964245,0,0.766666666666667,0.766666666666667,0,0.409090909090909,0.409090909090909,0,0.611734253666954,0.611734253666954,0,0.896551724137931,0.896551724137931,0,1.93621013133208,1.93621013133208,0,28.0025884383089,28.0025884383089,0,2.78343949044586,2.78343949044586,0,3.5225988700565,3.5225988700565,0,0.403008709422011,0.403008709422011,0,0.38969764837626,0.38969764837626,0,0.34192439862543,0.34192439862543,0.378210252141233
"18","CHINIOT","CHINIOT",314,"PUNJAB","CHINIOT",1.6546829257,699.458196472,1.65468292555,0.0663534855522,"312",13.5477556724488,181.98121085595,0.43497073045879,0.44437500834465,5,12.269392033543,467005.435694354,46668.786885,7038144.74564358,0,0.036741214057508,0.036741214057508,0,0.960063897763578,0.960063897763578,0,0.562300319488818,0.562300319488818,0,0.8256,0.8256,0,0.744444444444444,0.744444444444444,0,0.537037037037037,0.537037037037037,0,0.449026345933562,0.449026345933562,0,0.719101123595506,0.719101123595506,0,1.97045454545455,1.97045454545455,0,28.020618556701,28.020618556701,0,2.28358208955224,2.28358208955224,0,3.29081632653061,3.29081632653061,0,0.42814667988107,0.42814667988107,0,0.428792569659443,0.428792569659443,0,0.414545454545455,0.414545454545455,0.423828234695323
"19","CHISHTIAN","CHISHTIAN",295,"PUNJAB","BAHAWALNAGAR",2.45105532732,1823.78394265,2.45105531731,0.169562479346,"293",7.96600497671682,146.708333333333,0.675830334217843,0.68757352232933,8,27.022894521668,780803.271533055,83898.1037339999,4604811.59832412,0,0.0365659777424483,0.0365659777424483,0,0.96031746031746,0.96031746031746,0,0.585714285714286,0.585714285714286,0,0.807936507936508,0.807936507936508,0,0.777027027027027,0.777027027027027,0,0.43801652892562,0.43801652892562,0,0.580498866213152,0.580498866213152,0,0.814814814814815,0.814814814814815,0,1.89795918367347,1.89795918367347,0,27.6802721088435,27.6802721088435,0,2.49122807017544,2.49122807017544,0,3.41015625,3.41015625,0,0.430470347648262,0.430470347648262,0,0.398268398268398,0.398268398268398,0,0.344,0.344,0.390912915305553
"20","CHOA SAIDAN SHAH","CHOA SAIDAN SHAH",310,"PUNJAB","CHAKWAL",1.28463763389,501.718902781,1.28463763433,0.0481421202312,"308",6.2969965473742,665.519480519481,0.447197671582445,NA,0,36.8789625360231,170907.258360337,15831.238978,3550056.73907929,0,0.0751173708920188,0.0751173708920188,0,0.995305164319249,0.995305164319249,0,0.802816901408451,0.802816901408451,0,0.889671361502347,0.889671361502347,0,0.833333333333333,0.833333333333333,0,0.222222222222222,0.222222222222222,0,0.777235772357724,0.777235772357724,0,0.902777777777778,0.902777777777778,0,2.14150943396226,2.14150943396226,0,28.7430894308943,28.7430894308943,0,2.8,2.8,0,3.50836820083682,3.50836820083682,0,0.36547433903577,0.36547433903577,0,0.339130434782609,0.339130434782609,0,0.338983050847458,0.338983050847458,0.347862608221945
"21","CHUNIAN","CHUNIAN",343,"PUNJAB","KASUR",1.82977106657,1181.82403748,1.82977106794,0.11094759583,"341",14.4435216660628,187.582286432161,0.550415006343514,0.457308009266853,12,15.0857858484659,915601.752857614,105279.943199,8252560.55354773,0,0.0102639296187683,0.0102639296187683,0,0.959124087591241,0.959124087591241,0,0.484626647144949,0.484626647144949,0,0.811678832116788,0.811678832116788,0,0.837606837606838,0.837606837606838,0,0.467455621301775,0.467455621301775,0,0.474066390041494,0.474066390041494,0,0.685990338164251,0.685990338164251,0,2.1028880866426,2.1028880866426,0,27.5663900414938,27.5663900414938,0,2.46428571428571,2.46428571428571,0,3.45175438596491,3.45175438596491,0,0.415111940298507,0.415111940298507,0,0.401069518716578,0.401069518716578,0,0.348534201954397,0.348534201954397,0.388238553656494
"22","DARYA KHAN","DARYA KHAN",306,"PUNJAB","BHAKKAR",2.04510005276,1384.6620652,2.04510005477,0.13184421513,"304",4.84631782080724,178.116071428571,0.760152435133688,0.758242011070251,0,40.2169117647059,360979.779108197,40405.330278,2737926.56547173,0,0.0733752620545073,0.0733752620545073,0,0.90146750524109,0.90146750524109,0,0.452830188679245,0.452830188679245,0,0.82563025210084,0.82563025210084,0,0.444444444444444,0.444444444444444,0,0.308411214953271,0.308411214953271,0,0.404761904761905,0.404761904761905,0,0.647540983606557,0.647540983606557,0,2.05135951661631,2.05135951661631,0,28.0546218487395,28.0546218487395,0,2.18,2.18,0,3.22222222222222,3.22222222222222,0,0.392902408111534,0.392902408111534,0,0.36127744510978,0.36127744510978,0,0.331521739130435,0.331521739130435,0.361900530783916
"23","DASKA","DASKA",415,"PUNJAB","SIALKOT",1.76277526185,754.418009897,1.76277525861,0.0718298774709,"412",23.4352776148498,231.571014492754,0.406716299920842,0.560621023178101,0,9.92946859903382,1016790.99566206,111760.219659,14155544.0641533,0,0.0360248447204969,0.0360248447204969,0,0.998760842627014,0.998760842627014,0,0.788104089219331,0.788104089219331,0,0.921933085501859,0.921933085501859,0,0.848484848484849,0.848484848484849,0,0.666666666666667,0.666666666666667,0,0.795398520953164,0.795398520953164,0,0.824742268041237,0.824742268041237,0,1.88429752066116,1.88429752066116,0,27.5981922760887,27.5981922760887,0,2.51485148514851,2.51485148514851,0,3.52789256198347,3.52789256198347,0,0.426598837209302,0.426598837209302,0,0.428571428571429,0.428571428571429,0,0.402730375426621,0.402730375426621,0.419300213735784
"24","DE-EXCLUDED AREA D.G.KHAN","DE-EXCLUDED AREA D.G.KHAN",316,"PUNJAB","DERA GHAZI KHAN",3.96172282897,5400.39160271,3.96172283377,0.507164769339,"314",0.687988766486662,755.871851040526,0.807933845482807,0.284358110692766,0,174.539841182913,195673.58979287,26813.946032,385818.577358787,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA
"25","DE-EXCLUDED AREA RAJANPUR","DE-EXCLUDED AREA RAJANPUR",392,"PUNJAB","RAJANPUR",4.67638595741,4794.03065535,4.67638595733,0.445137626897,"389",0.0989869280708237,551.947105632704,0.945489113827174,-1.04905816912651,0,296.248751560549,69528.5922853128,8182.601558,156195.720343814,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA
"26","DEPALPUR","DEPALPUR",383,"PUNJAB","OKARA",2.93788346197,2560.28307703,2.93788346065,0.239735580389,"380",11.6641021957542,175.181074766355,0.673066214420478,0.5196440021197,23,24.2384682332463,1600542.69237053,181696.848671,6676283.46936845,0,0.018450184501845,0.018450184501845,0,0.953038674033149,0.953038674033149,0,0.529953917050691,0.529953917050691,0,0.791896869244936,0.791896869244936,0,0.738983050847458,0.738983050847458,0,0.549295774647887,0.549295774647887,0,0.454545454545455,0.454545454545455,0,0.765567765567766,0.765567765567766,0,2.02418207681366,2.02418207681366,0,27.9418181818182,27.9418181818182,0,2.63425925925926,2.63425925925926,0,3.2592,3.2592,0,0.396563573883161,0.396563573883161,0,0.361702127659574,0.361702127659574,0,0.331585845347313,0.331585845347313,0.36328384896335
"27","DERA GHAZI KHAN","DERA GHAZI KHAN",317,"PUNJAB","DERA GHAZI KHAN",3.01918214499,3621.19030989,3.01918214462,0.338753255345,"315",9.25829772289303,142.447422258592,0.618525225727067,0.658009737730026,35,38.833674304419,1803594.7822832,244600.716959,5324213.87492304,0,0.0991596638655462,0.0991596638655462,0,0.849706129303107,0.849706129303107,0,0.410579345088161,0.410579345088161,0,0.779177162048699,0.779177162048699,0,0.420924574209246,0.420924574209246,0,0.175392670157068,0.175392670157068,0,0.390102827763496,0.390102827763496,0,0.637096774193548,0.637096774193548,0,2.12379110251451,2.12379110251451,0,27.6542416452442,27.6542416452442,0,2.17919075144509,2.17919075144509,0,3.6507413509061,3.6507413509061,0,0.386186186186186,0.386186186186186,0,0.3312,0.3312,0,0.270222222222222,0.270222222222222,0.329202802802803
"28","DINA","DINA",339,"PUNJAB","JHELUM",2.12108622853,724.886527837,2.12108622953,0.0696878980999,"337",9.87589809788232,331.480519480519,0.342821570057533,NA,9,25.1516966067864,361625.820499438,33716.820729,5189219.79797747,0,0.14161220043573,0.14161220043573,0,0.997826086956522,0.997826086956522,0,0.83695652173913,0.83695652173913,0,0.915217391304348,0.915217391304348,0,0.911392405063291,0.911392405063291,0,0.903846153846154,0.903846153846154,0,0.850507982583454,0.850507982583454,0,0.873873873873874,0.873873873873874,0,1.91379310344828,1.91379310344828,0,29.0246734397678,29.0246734397678,0,2.85915492957746,2.85915492957746,0,3.55460750853242,3.55460750853242,0,0.332464146023468,0.332464146023468,0,0.323076923076923,0.323076923076923,0,0.382789317507418,0.382789317507418,0.34611012886927
"29","DUNYA PUR","DUNYA PUR",359,"PUNJAB","LODHRAN",1.79712404302,806.767928427,1.79712404092,0.0752333544217,"356",12.3741613587883,120.008310249307,0.706751694190084,0.591921001672745,0,20.2412199630314,527545.66001912,59155.96614,7012124.66298002,0,0.0560165975103734,0.0560165975103734,0,0.946058091286307,0.946058091286307,0,0.510373443983402,0.510373443983402,0,0.898340248962656,0.898340248962656,0,0.726495726495726,0.726495726495726,0,0.203883495145631,0.203883495145631,0,0.47581903276131,0.47581903276131,0,0.945054945054945,0.945054945054945,0,2.07258064516129,2.07258064516129,0,28.2979719188768,28.2979719188768,0,1.87058823529412,1.87058823529412,0,3.41639344262295,3.41639344262295,0,0.388305847076462,0.388305847076462,0,0.36,0.36,0,0.460144927536232,0.460144927536232,0.402816924870898
"30","FAISALABAD CITY","FAISALABAD CITY",320,"PUNJAB","FAISALABAD",0.711983252894,200.950290049,0.711983255277,0.0190071083942,"318",125.684172964795,183.769230769231,0.357460750987495,0.458514988422394,0,0,3306004.27715914,318990.430656,173935151.449337,0,0.037344398340249,0.037344398340249,0,0.998618784530387,0.998618784530387,0,0.795580110497238,0.795580110497238,0,0.893572909467864,0.893572909467864,0,0.716363636363636,0.716363636363636,0,0.537313432835821,0.537313432835821,0,0.745308310991957,0.745308310991957,0,0.916216216216216,0.916216216216216,0,1.98033126293996,1.98033126293996,0,28.1233243967828,28.1233243967828,0,2.79187817258883,2.79187817258883,0,3.5620875824835,3.5620875824835,0,0.530944625407166,0.530944625407166,0,0.5546875,0.5546875,0,0.49644128113879,0.49644128113879,0.527357802181985
"31","FAISALABAD SADDAR","FAISALABAD SADDAR",321,"PUNJAB","FAISALABAD",2.49356521155,1295.25603403,2.49356521185,0.122435613763,"319",44.5982968405788,179.54297097325,0.489881034713614,0.449097007513046,0,7.36482640865111,1456460.50457863,153249.882171,11895725.9233242,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA
"32","FATEH JANG","FATEH JANG",289,"PUNJAB","ATTOCK",1.88092210929,1310.41839628,1.8809221135,0.126920035436,"287",4.7181343734914,480.145981410607,0.488432604837847,0.548298001289368,0,26.206444565811,338325.102530492,30952.700811,2665655.59462906,0,0.098159509202454,0.098159509202454,0,0.997955010224949,0.997955010224949,0,0.777096114519427,0.777096114519427,0,0.895918367346939,0.895918367346939,0,0.722222222222222,0.722222222222222,0,0.464285714285714,0.464285714285714,0,0.635714285714286,0.635714285714286,0,0.834862385321101,0.834862385321101,0,1.92779783393502,1.92779783393502,0,29.1242857142857,29.1242857142857,0,2.69230769230769,2.69230769230769,0,3.49887640449438,3.49887640449438,0,0.418604651162791,0.418604651162791,0,0.428571428571429,0.428571428571429,0,0.43,0.43,0.425725359911406
"33","FEROZEWALA","FEROZEWALA",411,"PUNJAB","SHEIKHUPURA",1.41514857599,459.805425732,1.41514858,0.0435004213713,"408",18.815260318827,207.798412698413,0.34669311486765,0.377963006496429,6,2.97297297297297,656705.667221647,75287.323317,15096535.7695343,0,0.0659062103929024,0.0659062103929024,0,0.988607594936709,0.988607594936709,0,0.80379746835443,0.80379746835443,0,0.872151898734177,0.872151898734177,0,0.778761061946903,0.778761061946903,0,0.369369369369369,0.369369369369369,0,0.598851517637408,0.598851517637408,0,0.845559845559846,0.845559845559846,0,2.033527696793,2.033527696793,0,27.4232977850697,27.4232977850697,0,2.46022727272727,2.46022727272727,0,3.31917808219178,3.31917808219178,0,0.458980044345898,0.458980044345898,0,0.473741794310722,0.473741794310722,0,0.410596026490066,0.410596026490066,0.447772621715562
